2.417166e+09 -2.658882e+10 5.015582e-02 1.861709e-02
2.417166e+09 -2.336594e+10 1.160296e-01 3.458384e-02
2.417166e+09 -2.014305e+10 2.301815e-01 5.642300e-02
2.417166e+09 -1.692016e+10 4.081431e-01 1.242398e-01
2.417166e+09 -1.369727e+10 1.015647e+00 2.882428e-01
2.417166e+09 -1.047438e+10 1.137516e+00 4.365261e-01
2.417166e+09 -7.251497e+09 1.685837e+00 4.100688e-01
2.417166e+09 -4.028609e+09 1.815699e+00 6.992978e-01
2.417166e+09 -8.057219e+08 4.573154e+00 1.277453e+00
2.417166e+09 2.417166e+09 4.928367e+00 1.385246e+00
2.417166e+09 5.640053e+09 2.175279e+00 8.931591e-01
2.417166e+09 8.862941e+09 1.049755e+00 2.636452e-01
2.417166e+09 1.208583e+10 4.866837e-01 1.468700e-01
2.417166e+09 1.530872e+10 7.596811e-01 1.779227e-01
2.417166e+09 1.853160e+10 2.830067e-01 1.048091e-01
2.417166e+09 2.175449e+10 1.426123e-01 4.975169e-02
2.417166e+09 2.497738e+10 9.089287e-02 2.537997e-02
5.640053e+09 -2.658882e+10 5.514254e-02 1.683430e-02
5.640053e+09 -2.336594e+10 1.004040e-01 3.290096e-02
5.640053e+09 -2.014305e+10 1.779144e-01 5.196611e-02
5.640053e+09 -1.692016e+10 3.957467e-01 7.441662e-02
5.640053e+09 -1.369727e+10 7.413849e-01 1.997093e-01
5.640053e+09 -1.047438e+10 8.777780e-01 4.316579e-01
5.640053e+09 -7.251497e+09 1.394732e+00 5.609859e-01
5.640053e+09 -4.028609e+09 1.607973e+00 4.527897e-01
5.640053e+09 -8.057219e+08 3.118395e+00 6.339324e-01
5.640053e+09 2.417166e+09 1.923996e+00 9.522538e-01
5.640053e+09 5.640053e+09 3.304335e+00 8.456217e-01
5.640053e+09 8.862941e+09 1.264808e+00 4.264260e-01
5.640053e+09 1.208583e+10 2.471351e-01 7.023776e-02
5.640053e+09 1.530872e+10 1.975264e-01 9.203841e-02
5.640053e+09 1.853160e+10 1.640189e-01 8.459367e-02
5.640053e+09 2.175449e+10 1.873301e-01 4.726594e-02
5.640053e+09 2.497738e+10 6.153940e-02 2.348551e-02
8.862941e+09 -2.658882e+10 4.673352e-02 1.371995e-02
8.862941e+09 -2.336594e+10 1.049368e-01 2.757321e-02
8.862941e+09 -2.014305e+10 2.203917e-01 4.891142e-02
8.862941e+09 -1.692016e+10 2.970522e-01 6.365650e-02
8.862941e+09 -1.369727e+10 3.054006e-01 8.816038e-02
8.862941e+09 -1.047438e+10 1.288017e+00 2.566566e-01
8.862941e+09 -7.251497e+09 1.961881e+00 4.685926e-01
8.862941e+09 -4.028609e+09 2.068159e+00 4.900860e-01
8.862941e+09 -8.057219e+08 6.172754e-01 2.631224e-01
8.862941e+09 2.417166e+09 1.247955e+00 3.450706e-01
8.862941e+09 5.640053e+09 1.581328e+00 4.940778e-01
8.862941e+09 8.862941e+09 1.551337e+00 3.777246e-01
8.862941e+09 1.208583e+10 5.600436e-01 1.688165e-01
8.862941e+09 1.530872e+10 2.181924e-01 6.787604e-02
8.862941e+09 1.853160e+10 1.645152e-01 5.716645e-02
8.862941e+09 2.175449e+10 1.228706e-01 3.739710e-02
8.862941e+09 2.497738e+10 8.496716e-02 1.964466e-02
1.208583e+10 -2.658882e+10 4.256093e-02 1.027661e-02
1.208583e+10 -2.336594e+10 7.709812e-02 2.035557e-02
1.208583e+10 -2.014305e+10 1.072839e-01 3.812527e-02
1.208583e+10 -1.692016e+10 1.835130e-01 6.072653e-02
1.208583e+10 -1.369727e+10 3.114684e-01 6.690343e-02
1.208583e+10 -1.047438e+10 2.555646e-01 9.656051e-02
1.208583e+10 -7.251497e+09 9.245922e-01 2.445636e-01
1.208583e+10 -4.028609e+09 1.321196e+00 3.622324e-01
1.208583e+10 -8.057219e+08 8.049264e-01 2.956409e-01
1.208583e+10 2.417166e+09 3.256343e-01 6.378081e-02
1.208583e+10 5.640053e+09 2.385338e-01 1.507724e-01
1.208583e+10 8.862941e+09 9.058381e-01 2.081007e-01
1.208583e+10 1.208583e+10 3.548892e-01 1.452965e-01
1.208583e+10 1.530872e+10 1.571063e-01 7.412750e-02
1.208583e+10 1.853160e+10 1.698325e-01 4.275254e-02
1.208583e+10 2.175449e+10 6.077360e-02 2.682728e-02
1.208583e+10 2.497738e+10 2.538124e-02 1.469385e-02
1.530872e+10 -2.658882e+10 2.327819e-02 7.127683e-03
1.530872e+10 -2.336594e+10 4.426443e-02 1.387400e-02
1.530872e+10 -2.014305e+10 1.075179e-01 2.543955e-02
1.530872e+10 -1.692016e+10 1.330100e-01 4.392658e-02
1.530872e+10 -1.369727e+10 2.468653e-01 6.269101e-02
1.530872e+10 -1.047438e+10 1.647288e-01 6.462348e-02
1.530872e+10 -7.251497e+09 2.525375e-01 9.163058e-02
1.530872e+10 -4.028609e+09 6.838200e-01 1.755754e-01
1.530872e+10 -8.057219e+08 9.614662e-01 2.104643e-01
1.530872e+10 2.417166e+09 6.222311e-01 1.461577e-01
1.530872e+10 5.640053e+09 2.093195e-01 6.564607e-02
1.530872e+10 8.862941e+09 2.992432e-01 8.651642e-02
1.530872e+10 1.208583e+10 3.492626e-01 8.454988e-02
1.530872e+10 1.530872e+10 2.695178e-01 5.584430e-02
1.530872e+10 1.853160e+10 8.824523e-02 3.220970e-02
1.530872e+10 2.175449e+10 3.431072e-02 1.856312e-02
1.530872e+10 2.497738e+10 3.810378e-02 1.007585e-02
1.853160e+10 -2.658882e+10 1.217445e-02 4.541584e-03
1.853160e+10 -2.336594e+10 3.240032e-02 8.832817e-03
1.853160e+10 -2.014305e+10 6.184823e-02 1.578376e-02
1.853160e+10 -1.692016e+10 7.966863e-02 2.666182e-02
1.853160e+10 -1.369727e+10 1.214784e-01 4.179018e-02
1.853160e+10 -1.047438e+10 1.682463e-01 5.422768e-02
1.853160e+10 -7.251497e+09 1.769708e-01 5.705585e-02
1.853160e+10 -4.028609e+09 2.506862e-01 7.324362e-02
1.853160e+10 -8.057219e+08 1.999149e-01 1.026784e-01
1.853160e+10 2.417166e+09 2.064865e-01 1.031158e-01
1.853160e+10 5.640053e+09 2.874015e-01 7.410514e-02
1.853160e+10 8.862941e+09 2.239674e-01 5.294509e-02
1.853160e+10 1.208583e+10 2.154419e-01 4.529958e-02
1.853160e+10 1.530872e+10 1.069196e-01 3.358565e-02
1.853160e+10 1.853160e+10 7.265222e-02 2.096494e-02
1.853160e+10 2.175449e+10 4.385989e-02 1.198063e-02
1.853160e+10 2.497738e+10 2.375879e-02 6.400014e-03
2.175449e+10 -2.658882e+10 8.474775e-03 2.647847e-03
2.175449e+10 -2.336594e+10 1.974895e-02 5.169150e-03
2.175449e+10 -2.014305e+10 2.734343e-02 9.218413e-03
2.175449e+10 -1.692016e+10 4.020768e-02 1.514003e-02
2.175449e+10 -1.369727e+10 1.078722e-01 2.336434e-02
2.175449e+10 -1.047438e+10 8.928228e-02 3.299488e-02
2.175449e+10 -7.251497e+09 1.396607e-01 3.981178e-02
2.175449e+10 -4.028609e+09 1.444947e-01 4.266015e-02
2.175449e+10 -8.057219e+08 1.882974e-01 4.821776e-02
2.175449e+10 2.417166e+09 2.287527e-01 5.258371e-02
2.175449e+10 5.640053e+09 7.451693e-02 4.684810e-02
2.175449e+10 8.862941e+09 8.982731e-02 3.562065e-02
2.175449e+10 1.208583e+10 8.279515e-02 2.634877e-02
2.175449e+10 1.530872e+10 2.334002e-02 1.879508e-02
2.175449e+10 1.853160e+10 5.903869e-02 1.208359e-02
2.175449e+10 2.175449e+10 2.958291e-02 7.012668e-03
2.175449e+10 2.497738e+10 1.794133e-02 3.737880e-03
2.497738e+10 -2.658882e+10 5.687317e-03 1.414722e-03
2.497738e+10 -2.336594e+10 1.108649e-02 2.764789e-03
2.497738e+10 -2.014305e+10 1.035227e-02 4.949862e-03
2.497738e+10 -1.692016e+10 3.916762e-02 8.105608e-03
2.497738e+10 -1.369727e+10 4.048127e-02 1.222950e-02
2.497738e+10 -1.047438e+10 7.523607e-02 1.715567e-02
2.497738e+10 -7.251497e+09 6.351894e-02 2.191456e-02
2.497738e+10 -4.028609e+09 9.515329e-02 2.482274e-02
2.497738e+10 -8.057219e+08 1.018092e-01 2.581996e-02
2.497738e+10 2.417166e+09 1.171146e-01 2.589313e-02
2.497738e+10 5.640053e+09 7.741963e-02 2.396151e-02
2.497738e+10 8.862941e+09 7.752110e-02 1.958980e-02
2.497738e+10 1.208583e+10 5.291189e-02 1.452231e-02
2.497738e+10 1.530872e+10 4.062018e-02 1.004123e-02
2.497738e+10 1.853160e+10 1.897680e-02 6.413161e-03
2.497738e+10 2.175449e+10 1.814327e-02 3.742462e-03
2.497738e+10 2.497738e+10 7.961433e-03 1.999042e-03
